Participant.Private.ID,Question.Key,Response,Delay,Test.Time
7727161,Final_MEQ_Score,17,control,AM
7727183,Final_MEQ_Score,17,control,AM
7727187,Final_MEQ_Score,16,control,AM
7728281,Final_MEQ_Score,18,control,PM
7728287,Final_MEQ_Score,14,control,PM
7728331,Final_MEQ_Score,16,control,PM
7728338,Final_MEQ_Score,14,control,PM
7728418,Final_MEQ_Score,18,control,PM
7729295,Final_MEQ_Score,17,control,AM
7729299,Final_MEQ_Score,14,control,AM
7729318,Final_MEQ_Score,16,control,AM
7732593,Final_MEQ_Score,13,control,PM
7732726,Final_MEQ_Score,15,control,PM
7732868,Final_MEQ_Score,15,control,PM
7733742,Final_MEQ_Score,16,control,AM
7733905,Final_MEQ_Score,18,control,AM
7734084,Final_MEQ_Score,19,control,AM
7734191,Final_MEQ_Score,17,control,AM
7737463,Final_MEQ_Score,17,control,PM
7743947,Final_MEQ_Score,17,control,AM
7747520,Final_MEQ_Score,16,control,AM
7749422,Final_MEQ_Score,16,control,PM
7792229,Final_MEQ_Score,13,delay,PM
7792280,Final_MEQ_Score,17,delay,PM
7792350,Final_MEQ_Score,16,delay,PM
7792483,Final_MEQ_Score,16,delay,PM
7797627,Final_MEQ_Score,15,delay,AM
7797666,Final_MEQ_Score,17,delay,AM
7797669,Final_MEQ_Score,18,delay,AM
7797713,Final_MEQ_Score,15,delay,AM
7797782,Final_MEQ_Score,15,delay,AM
7799813,Final_MEQ_Score,14,delay,PM
7799847,Final_MEQ_Score,20,delay,PM
7806303,Final_MEQ_Score,17,delay,AM
7806505,Final_MEQ_Score,23,delay,AM
7806584,Final_MEQ_Score,15,delay,AM
7806790,Final_MEQ_Score,15,delay,AM
7806939,Final_MEQ_Score,18,delay,AM
7808292,Final_MEQ_Score,12,delay,PM
7808305,Final_MEQ_Score,18,delay,PM
7808342,Final_MEQ_Score,18,delay,PM
7814151,Final_MEQ_Score,16,delay,AM
7814523,Final_MEQ_Score,19,delay,AM
7817839,Final_MEQ_Score,18,delay,PM
7817900,Final_MEQ_Score,17,delay,PM
7818063,Final_MEQ_Score,17,delay,PM
7818153,Final_MEQ_Score,16,delay,PM
7829118,Final_MEQ_Score,18,delay,AM
7829499,Final_MEQ_Score,16,delay,AM
7837836,Final_MEQ_Score,15,delay,AM
7839745,Final_MEQ_Score,15,delay,PM
7843340,Final_MEQ_Score,14,delay,PM
7843368,Final_MEQ_Score,15,delay,PM
7843444,Final_MEQ_Score,16,delay,PM
7848265,Final_MEQ_Score,16,control,AM
7848293,Final_MEQ_Score,13,control,AM
7848363,Final_MEQ_Score,16,control,AM
7848368,Final_MEQ_Score,15,control,AM
7848483,Final_MEQ_Score,16,control,AM
7848557,Final_MEQ_Score,16,control,AM
7848791,Final_MEQ_Score,17,control,AM
7848817,Final_MEQ_Score,16,control,AM
7848981,Final_MEQ_Score,15,control,AM
7849013,Final_MEQ_Score,21,control,AM
7856822,Final_MEQ_Score,13,control,PM
7856823,Final_MEQ_Score,16,control,PM
7856838,Final_MEQ_Score,11,control,PM
7856867,Final_MEQ_Score,14,control,PM
7856876,Final_MEQ_Score,19,control,PM
7856890,Final_MEQ_Score,16,control,PM
7856911,Final_MEQ_Score,14,control,PM
7856955,Final_MEQ_Score,15,control,PM
7856973,Final_MEQ_Score,17,control,PM
7857006,Final_MEQ_Score,12,control,PM
7857227,Final_MEQ_Score,18,control,PM
7857260,Final_MEQ_Score,19,control,PM
7857272,Final_MEQ_Score,18,control,PM
7857350,Final_MEQ_Score,15,control,PM
7857478,Final_MEQ_Score,16,control,PM
7857635,Final_MEQ_Score,15,control,PM
7857714,Final_MEQ_Score,14,control,PM
7857916,Final_MEQ_Score,11,control,PM
7857953,Final_MEQ_Score,16,control,PM
7858115,Final_MEQ_Score,14,control,PM
7860065,Final_MEQ_Score,15,control,AM
7861883,Final_MEQ_Score,16,control,AM
7862197,Final_MEQ_Score,17,control,AM
7862286,Final_MEQ_Score,15,control,AM
7862570,Final_MEQ_Score,15,control,AM
7863105,Final_MEQ_Score,15,control,AM
7863141,Final_MEQ_Score,15,control,AM
7863267,Final_MEQ_Score,15,control,AM
7873949,Final_MEQ_Score,19,control,PM
7874048,Final_MEQ_Score,15,control,PM
7874368,Final_MEQ_Score,16,control,PM
7874874,Final_MEQ_Score,17,control,PM
7875096,Final_MEQ_Score,17,control,PM
7875333,Final_MEQ_Score,15,control,PM
7880657,Final_MEQ_Score,17,control,AM
7880665,Final_MEQ_Score,14,control,AM
7881246,Final_MEQ_Score,16,control,AM
7896313,Final_MEQ_Score,16,control,PM
7900286,Final_MEQ_Score,16,control,AM
7900324,Final_MEQ_Score,15,control,AM
7900471,Final_MEQ_Score,15,control,AM
7921262,Final_MEQ_Score,16,control,AM
7921326,Final_MEQ_Score,17,control,AM
7930688,Final_MEQ_Score,15,control,AM
7938959,Final_MEQ_Score,18,control,PM
7939386,Final_MEQ_Score,16,control,PM
7941125,Final_MEQ_Score,15,delay,PM
7941546,Final_MEQ_Score,17,delay,PM
7941639,Final_MEQ_Score,15,delay,PM
7941696,Final_MEQ_Score,13,delay,PM
7953075,Final_MEQ_Score,16,delay,AM
7953297,Final_MEQ_Score,14,delay,AM
7953632,Final_MEQ_Score,12,delay,AM
7953913,Final_MEQ_Score,18,delay,AM
7954183,Final_MEQ_Score,17,delay,AM
7958123,Final_MEQ_Score,15,delay,PM
7968031,Final_MEQ_Score,15,delay,AM
7968091,Final_MEQ_Score,15,delay,AM
7968130,Final_MEQ_Score,15,delay,AM
7972212,Final_MEQ_Score,17,delay,PM
7972333,Final_MEQ_Score,14,delay,PM
7972425,Final_MEQ_Score,16,delay,PM
7979487,Final_MEQ_Score,15,delay,AM
7980069,Final_MEQ_Score,16,delay,AM
7991281,Final_MEQ_Score,14,delay,PM
7991420,Final_MEQ_Score,15,delay,PM
7991545,Final_MEQ_Score,15,delay,PM
7997206,Final_MEQ_Score,14,delay,AM
7999266,Final_MEQ_Score,16,delay,PM
8007862,Final_MEQ_Score,15,delay,PM
8007863,Final_MEQ_Score,19,delay,PM
8007866,Final_MEQ_Score,15,delay,PM
8008151,Final_MEQ_Score,16,delay,PM
8008502,Final_MEQ_Score,16,delay,PM
8008847,Final_MEQ_Score,16,delay,PM
8017915,Final_MEQ_Score,18,delay,AM
8017916,Final_MEQ_Score,16,delay,AM
8018175,Final_MEQ_Score,19,delay,AM
8020244,Final_MEQ_Score,16,delay,PM
8020508,Final_MEQ_Score,9,delay,PM
8021105,Final_MEQ_Score,14,delay,PM
8028775,Final_MEQ_Score,14,delay,AM
8028863,Final_MEQ_Score,17,delay,AM
8029276,Final_MEQ_Score,16,delay,AM
8033963,Final_MEQ_Score,14,delay,PM
8034101,Final_MEQ_Score,17,delay,PM
8034124,Final_MEQ_Score,11,delay,PM
8042267,Final_MEQ_Score,15,delay,AM
8044712,Final_MEQ_Score,12,delay,PM
8044814,Final_MEQ_Score,16,delay,PM
8044901,Final_MEQ_Score,15,delay,PM
8044981,Final_MEQ_Score,18,delay,PM
8051418,Final_MEQ_Score,15,delay,AM
8051674,Final_MEQ_Score,16,delay,AM
8053564,Final_MEQ_Score,18,delay,PM
8060075,Final_MEQ_Score,14,delay,AM
8060308,Final_MEQ_Score,17,delay,AM
8061284,Final_MEQ_Score,14,delay,PM
8063663,Final_MEQ_Score,20,delay,AM
8068989,Final_MEQ_Score,16,delay,PM
8068998,Final_MEQ_Score,15,delay,PM
8069015,Final_MEQ_Score,16,delay,PM
8069040,Final_MEQ_Score,16,delay,PM
8069055,Final_MEQ_Score,16,delay,PM
8069326,Final_MEQ_Score,15,delay,PM
8069405,Final_MEQ_Score,15,delay,PM
8069509,Final_MEQ_Score,17,delay,PM
8069575,Final_MEQ_Score,12,delay,PM
8077438,Final_MEQ_Score,11,delay,AM
8077440,Final_MEQ_Score,13,delay,AM
8077532,Final_MEQ_Score,14,delay,AM
8079916,Final_MEQ_Score,17,delay,PM
8080184,Final_MEQ_Score,17,delay,PM
8087283,Final_MEQ_Score,16,delay,AM
8087434,Final_MEQ_Score,17,delay,AM
8087665,Final_MEQ_Score,16,delay,AM
8096343,Final_MEQ_Score,16,delay,AM
8096470,Final_MEQ_Score,13,delay,AM
8096825,Final_MEQ_Score,13,delay,AM
8098742,Final_MEQ_Score,19,delay,PM
8098930,Final_MEQ_Score,15,delay,PM
8107155,Final_MEQ_Score,16,delay,AM
8107631,Final_MEQ_Score,15,delay,AM
8116536,Final_MEQ_Score,16,delay,AM
8116661,Final_MEQ_Score,14,delay,AM
8116680,Final_MEQ_Score,14,delay,AM
8121052,Final_MEQ_Score,16,delay,AM
8122203,Final_MEQ_Score,18,delay,PM
8128209,Final_MEQ_Score,17,delay,PM
8128250,Final_MEQ_Score,17,delay,PM
8128630,Final_MEQ_Score,19,delay,PM
8128657,Final_MEQ_Score,10,delay,PM
8137674,Final_MEQ_Score,16,delay,AM
8137730,Final_MEQ_Score,16,delay,AM
8137733,Final_MEQ_Score,15,delay,AM
8137743,Final_MEQ_Score,16,delay,AM
8137764,Final_MEQ_Score,17,delay,AM
8137770,Final_MEQ_Score,15,delay,AM
8137847,Final_MEQ_Score,14,delay,AM
8137973,Final_MEQ_Score,15,delay,AM
8138063,Final_MEQ_Score,14,delay,AM
8138130,Final_MEQ_Score,20,delay,AM
8138170,Final_MEQ_Score,13,delay,AM
8138216,Final_MEQ_Score,15,delay,AM
8138228,Final_MEQ_Score,17,delay,AM
8138304,Final_MEQ_Score,17,delay,AM
8138595,Final_MEQ_Score,15,delay,AM
8140698,Final_MEQ_Score,16,delay,PM
8140784,Final_MEQ_Score,19,delay,PM
8140914,Final_MEQ_Score,14,delay,PM
8141329,Final_MEQ_Score,15,delay,PM
8151385,Final_MEQ_Score,16,delay,AM
8151846,Final_MEQ_Score,17,delay,AM
8151943,Final_MEQ_Score,17,delay,AM
8152488,Final_MEQ_Score,17,delay,AM
8152830,Final_MEQ_Score,17,delay,AM
8158355,Final_MEQ_Score,18,delay,PM
8159599,Final_MEQ_Score,15,delay,PM
8168749,Final_MEQ_Score,17,delay,AM
8169101,Final_MEQ_Score,13,delay,AM
8171807,Final_MEQ_Score,13,delay,PM
8171977,Final_MEQ_Score,16,delay,PM
8171990,Final_MEQ_Score,13,delay,PM
8179570,Final_MEQ_Score,16,delay,AM
8180170,Final_MEQ_Score,17,delay,AM
8180202,Final_MEQ_Score,15,delay,AM
8181794,Final_MEQ_Score,18,delay,PM
8190616,Final_MEQ_Score,14,delay,AM
8190906,Final_MEQ_Score,15,delay,AM
8191941,Final_MEQ_Score,20,delay,PM
8191973,Final_MEQ_Score,16,delay,PM
8192049,Final_MEQ_Score,18,delay,PM
8192060,Final_MEQ_Score,16,delay,PM
8194969,Final_MEQ_Score,17,delay,AM
8196008,Final_MEQ_Score,18,delay,PM
8196103,Final_MEQ_Score,14,delay,PM
8196168,Final_MEQ_Score,15,delay,PM
8196200,Final_MEQ_Score,15,delay,PM
8200792,Final_MEQ_Score,18,delay,PM
8200798,Final_MEQ_Score,18,delay,PM
8200830,Final_MEQ_Score,15,delay,PM
8200848,Final_MEQ_Score,17,delay,PM
8200933,Final_MEQ_Score,17,delay,PM
8200990,Final_MEQ_Score,15,delay,PM
8201078,Final_MEQ_Score,16,delay,PM
8201243,Final_MEQ_Score,17,delay,PM
8201245,Final_MEQ_Score,16,delay,PM
8208689,Final_MEQ_Score,16,delay,AM
8208934,Final_MEQ_Score,18,delay,AM
8208996,Final_MEQ_Score,16,delay,AM
8209020,Final_MEQ_Score,15,delay,AM
8209328,Final_MEQ_Score,16,delay,AM
8209525,Final_MEQ_Score,14,delay,AM
8211370,Final_MEQ_Score,15,delay,PM
8211776,Final_MEQ_Score,15,delay,PM
8221639,Final_MEQ_Score,12,delay,AM
8221790,Final_MEQ_Score,15,delay,AM
8221918,Final_MEQ_Score,14,delay,AM
8225383,Final_MEQ_Score,16,delay,PM
8234121,Final_MEQ_Score,17,delay,AM
8234196,Final_MEQ_Score,16,delay,AM
8234553,Final_MEQ_Score,17,delay,AM
8235017,Final_MEQ_Score,18,delay,AM
8237191,Final_MEQ_Score,13,delay,PM
8237443,Final_MEQ_Score,16,delay,PM
8237566,Final_MEQ_Score,18,delay,PM
8246649,Final_MEQ_Score,19,delay,AM
8247940,Final_MEQ_Score,11,delay,AM
8250824,Final_MEQ_Score,17,delay,PM
8250932,Final_MEQ_Score,16,delay,PM
8258034,Final_MEQ_Score,17,delay,AM
8264299,Final_MEQ_Score,14,delay,PM
8270211,Final_MEQ_Score,15,control,AM
8270864,Final_MEQ_Score,14,control,AM
8270948,Final_MEQ_Score,16,control,AM
8271048,Final_MEQ_Score,16,control,AM
8271105,Final_MEQ_Score,15,control,AM
8271250,Final_MEQ_Score,13,control,AM
8271542,Final_MEQ_Score,17,control,AM
8271565,Final_MEQ_Score,18,control,AM
8280100,Final_MEQ_Score,17,control,PM
8280108,Final_MEQ_Score,14,control,PM
8280123,Final_MEQ_Score,14,control,PM
8280151,Final_MEQ_Score,16,control,PM
8280186,Final_MEQ_Score,16,control,PM
8280233,Final_MEQ_Score,14,control,PM
8280269,Final_MEQ_Score,17,control,PM
8280612,Final_MEQ_Score,19,control,PM
8280634,Final_MEQ_Score,15,control,PM
8280881,Final_MEQ_Score,17,control,PM
8281375,Final_MEQ_Score,18,control,PM
8283084,Final_MEQ_Score,19,control,AM
8283170,Final_MEQ_Score,16,control,AM
8283216,Final_MEQ_Score,14,control,AM
8283233,Final_MEQ_Score,15,control,AM
8283678,Final_MEQ_Score,14,control,AM
8292632,Final_MEQ_Score,18,control,PM
8292658,Final_MEQ_Score,18,control,PM
8292662,Final_MEQ_Score,15,control,PM
8292665,Final_MEQ_Score,12,control,PM
8292852,Final_MEQ_Score,15,control,PM
8292937,Final_MEQ_Score,15,control,PM
8292947,Final_MEQ_Score,12,control,PM
8293077,Final_MEQ_Score,17,control,PM
8293210,Final_MEQ_Score,15,control,PM
8293343,Final_MEQ_Score,14,control,PM
8293380,Final_MEQ_Score,17,control,PM
8295289,Final_MEQ_Score,15,control,AM
8295753,Final_MEQ_Score,16,control,AM
8303103,Final_MEQ_Score,14,control,PM
8303674,Final_MEQ_Score,17,control,PM
8306234,Final_MEQ_Score,17,control,AM
8306501,Final_MEQ_Score,19,control,AM
8306906,Final_MEQ_Score,19,control,AM
8307220,Final_MEQ_Score,16,control,AM
8314335,Final_MEQ_Score,14,control,PM
8314397,Final_MEQ_Score,14,control,PM
8314702,Final_MEQ_Score,16,control,PM
8316167,Final_MEQ_Score,18,control,AM
8316989,Final_MEQ_Score,17,control,AM
8316990,Final_MEQ_Score,16,control,AM
8322832,Final_MEQ_Score,14,control,PM
8322968,Final_MEQ_Score,15,control,PM
8329142,Final_MEQ_Score,16,control,AM
8342559,Final_MEQ_Score,16,delay,AM
8344819,Final_MEQ_Score,17,control,AM
8344827,Final_MEQ_Score,14,control,AM
8344834,Final_MEQ_Score,17,control,AM
8344979,Final_MEQ_Score,17,control,AM
8345154,Final_MEQ_Score,17,control,AM
8345258,Final_MEQ_Score,15,delay,PM
8354546,Final_MEQ_Score,16,control,PM
8354601,Final_MEQ_Score,16,control,PM
8354648,Final_MEQ_Score,18,delay,AM
8354654,Final_MEQ_Score,13,control,PM
8354659,Final_MEQ_Score,15,control,PM
8354767,Final_MEQ_Score,12,control,PM
8354789,Final_MEQ_Score,15,control,PM
8354838,Final_MEQ_Score,11,control,PM
8354892,Final_MEQ_Score,16,control,PM
8355481,Final_MEQ_Score,18,control,PM
8355564,Final_MEQ_Score,13,control,PM
8357624,Final_MEQ_Score,15,control,AM
8357635,Final_MEQ_Score,15,control,AM
8357646,Final_MEQ_Score,18,control,AM
8357856,Final_MEQ_Score,18,control,AM
8358152,Final_MEQ_Score,16,delay,PM
8358246,Final_MEQ_Score,14,control,AM
8367283,Final_MEQ_Score,15,delay,AM
8367650,Final_MEQ_Score,19,delay,AM
8367880,Final_MEQ_Score,19,control,PM
8368002,Final_MEQ_Score,17,control,PM
8368189,Final_MEQ_Score,18,control,PM
8377039,Final_MEQ_Score,16,delay,AM
8377047,Final_MEQ_Score,14,control,PM
8377641,Final_MEQ_Score,15,delay,AM
8377753,Final_MEQ_Score,14,control,PM
8379760,Final_MEQ_Score,18,control,AM
8380944,Final_MEQ_Score,14,control,AM
8381180,Final_MEQ_Score,16,control,AM
8385927,Final_MEQ_Score,15,control,PM
8387072,Final_MEQ_Score,13,control,AM
8389380,Final_MEQ_Score,13,delay,AM
8389381,Final_MEQ_Score,18,control,PM
8389436,Final_MEQ_Score,16,delay,AM
8390796,Final_MEQ_Score,17,delay,PM
8393166,Final_MEQ_Score,17,control,PM
8393200,Final_MEQ_Score,18,delay,AM
8393542,Final_MEQ_Score,17,control,PM
8393638,Final_MEQ_Score,15,delay,AM
8394734,Final_MEQ_Score,18,control,AM
8394737,Final_MEQ_Score,18,control,AM
8394753,Final_MEQ_Score,13,control,AM
8394763,Final_MEQ_Score,16,delay,PM
8394768,Final_MEQ_Score,17,delay,PM
8394782,Final_MEQ_Score,16,control,AM
8394785,Final_MEQ_Score,13,delay,PM
8394808,Final_MEQ_Score,13,control,AM
8394817,Final_MEQ_Score,16,control,AM
8394819,Final_MEQ_Score,17,control,AM
8395055,Final_MEQ_Score,17,control,AM
8395072,Final_MEQ_Score,18,control,AM
8395299,Final_MEQ_Score,14,delay,PM
8395329,Final_MEQ_Score,17,control,AM
8395337,Final_MEQ_Score,16,control,AM
8400942,Final_MEQ_Score,18,control,PM
8400943,Final_MEQ_Score,12,control,PM
8400954,Final_MEQ_Score,16,control,PM
8400982,Final_MEQ_Score,14,control,PM
8400984,Final_MEQ_Score,16,control,PM
8400987,Final_MEQ_Score,18,control,PM
8400988,Final_MEQ_Score,14,control,PM
8401004,Final_MEQ_Score,16,control,PM
8401006,Final_MEQ_Score,14,control,PM
8401008,Final_MEQ_Score,13,control,PM
8401031,Final_MEQ_Score,14,control,PM
8401079,Final_MEQ_Score,14,control,PM
8401215,Final_MEQ_Score,17,control,PM
8401290,Final_MEQ_Score,17,control,PM
8401449,Final_MEQ_Score,16,control,PM
8401517,Final_MEQ_Score,18,control,PM
8401551,Final_MEQ_Score,14,control,PM
8402978,Final_MEQ_Score,18,control,AM
8413378,Final_MEQ_Score,15,control,AM
8413443,Final_MEQ_Score,10,control,AM
8413923,Final_MEQ_Score,15,control,AM
8414156,Final_MEQ_Score,16,control,AM
8445932,Final_MEQ_Score,15,control,AM
8463921,Final_MEQ_Score,15,control,AM
8464093,Final_MEQ_Score,15,control,AM
8471627,Final_MEQ_Score,15,delay,AM
8471649,Final_MEQ_Score,17,control,PM
8471724,Final_MEQ_Score,15,delay,AM
8471729,Final_MEQ_Score,16,delay,AM
8471790,Final_MEQ_Score,16,delay,AM
8471874,Final_MEQ_Score,14,delay,AM
8471944,Final_MEQ_Score,16,delay,AM
8471993,Final_MEQ_Score,13,delay,AM
8472164,Final_MEQ_Score,20,delay,AM
8472177,Final_MEQ_Score,18,delay,AM
8474242,Final_MEQ_Score,15,delay,PM
8474244,Final_MEQ_Score,13,delay,PM
8474259,Final_MEQ_Score,15,delay,PM
8474274,Final_MEQ_Score,14,delay,PM
8474323,Final_MEQ_Score,17,control,AM
8474430,Final_MEQ_Score,14,delay,PM
8474593,Final_MEQ_Score,13,delay,PM
8474804,Final_MEQ_Score,16,delay,PM
8474922,Final_MEQ_Score,15,delay,PM
8475054,Final_MEQ_Score,13,delay,PM
8481352,Final_MEQ_Score,17,delay,AM
8481823,Final_MEQ_Score,12,delay,AM
8481877,Final_MEQ_Score,18,delay,AM
8484057,Final_MEQ_Score,17,delay,PM
8484076,Final_MEQ_Score,19,delay,PM
8484079,Final_MEQ_Score,17,control,AM
8484177,Final_MEQ_Score,15,delay,PM
8484835,Final_MEQ_Score,17,control,AM
8484904,Final_MEQ_Score,18,delay,PM
8485059,Final_MEQ_Score,18,delay,PM
8495263,Final_MEQ_Score,17,control,PM
8495761,Final_MEQ_Score,16,delay,AM
8496101,Final_MEQ_Score,16,delay,AM
8499281,Final_MEQ_Score,16,control,AM
8499493,Final_MEQ_Score,17,delay,PM
8499623,Final_MEQ_Score,18,control,AM
8499675,Final_MEQ_Score,15,control,AM
8508337,Final_MEQ_Score,12,delay,PM
8508375,Final_MEQ_Score,14,delay,PM
8508413,Final_MEQ_Score,13,delay,PM
8508485,Final_MEQ_Score,15,delay,PM
8513360,Final_MEQ_Score,15,delay,PM
7863105,MEQ_1,11am-12 noon,control,AM
7862197,MEQ_1,11am-12 noon,control,AM
7729295,MEQ_1,11am-12 noon,control,AM
7604298,MEQ_1,11am-12 noon,control,AM
8316990,MEQ_1,11am-12 noon,control,AM
8357646,MEQ_1,11am-12 noon,control,AM
8379760,MEQ_1,11am-12 noon,control,AM
7880665,MEQ_1,5am-6:30am,control,AM
7727056,MEQ_1,5am-6:30am,control,AM
7629122,MEQ_1,5am-6:30am,control,AM
8394808,MEQ_1,5am-6:30am,control,AM
8394737,MEQ_1,6:30am-7:45am,control,AM
7921326,MEQ_1,6:30am-7:45am,control,AM
7848791,MEQ_1,6:30am-7:45am,control,AM
7733742,MEQ_1,6:30am-7:45am,control,AM
7604570,MEQ_1,6:30am-7:45am,control,AM
7604164,MEQ_1,6:30am-7:45am,control,AM
8344827,MEQ_1,6:30am-7:45am,control,AM
8283170,MEQ_1,6:30am-7:45am,control,AM
8271542,MEQ_1,6:30am-7:45am,control,AM
8270948,MEQ_1,6:30am-7:45am,control,AM
8358246,MEQ_1,6:30am-7:45am,control,AM
8394734,MEQ_1,6:30am-7:45am,control,AM
8464093,MEQ_1,6:30am-7:45am,control,AM
7604489,MEQ_1,7:45am-9:45am,control,AM
7613259,MEQ_1,7:45am-9:45am,control,AM
7636898,MEQ_1,7:45am-9:45am,control,AM
7727146,MEQ_1,7:45am-9:45am,control,AM
7862286,MEQ_1,7:45am-9:45am,control,AM
8271250,MEQ_1,7:45am-9:45am,control,AM
8283678,MEQ_1,7:45am-9:45am,control,AM
8394753,MEQ_1,7:45am-9:45am,control,AM
8394782,MEQ_1,7:45am-9:45am,control,AM
8394817,MEQ_1,7:45am-9:45am,control,AM
8395337,MEQ_1,7:45am-9:45am,control,AM
8413378,MEQ_1,7:45am-9:45am,control,AM
8413443,MEQ_1,7:45am-9:45am,control,AM
8414156,MEQ_1,7:45am-9:45am,control,AM
7930688,MEQ_1,7:45am-9:45am,control,AM
7921262,MEQ_1,7:45am-9:45am,control,AM
7900324,MEQ_1,7:45am-9:45am,control,AM
7900286,MEQ_1,7:45am-9:45am,control,AM
7881246,MEQ_1,7:45am-9:45am,control,AM
7863141,MEQ_1,7:45am-9:45am,control,AM
7862570,MEQ_1,7:45am-9:45am,control,AM
7861883,MEQ_1,7:45am-9:45am,control,AM
7848981,MEQ_1,7:45am-9:45am,control,AM
7848557,MEQ_1,7:45am-9:45am,control,AM
7848483,MEQ_1,7:45am-9:45am,control,AM
7848368,MEQ_1,7:45am-9:45am,control,AM
7848293,MEQ_1,7:45am-9:45am,control,AM
7848265,MEQ_1,7:45am-9:45am,control,AM
7747520,MEQ_1,7:45am-9:45am,control,AM
7733905,MEQ_1,7:45am-9:45am,control,AM
7729318,MEQ_1,7:45am-9:45am,control,AM
7727187,MEQ_1,7:45am-9:45am,control,AM
7727183,MEQ_1,7:45am-9:45am,control,AM
7727055,MEQ_1,7:45am-9:45am,control,AM
7643127,MEQ_1,7:45am-9:45am,control,AM
7643108,MEQ_1,7:45am-9:45am,control,AM
7636967,MEQ_1,7:45am-9:45am,control,AM
7636827,MEQ_1,7:45am-9:45am,control,AM
7636753,MEQ_1,7:45am-9:45am,control,AM
7629148,MEQ_1,7:45am-9:45am,control,AM
7629083,MEQ_1,7:45am-9:45am,control,AM
7621261,MEQ_1,7:45am-9:45am,control,AM
7620699,MEQ_1,7:45am-9:45am,control,AM
7620694,MEQ_1,7:45am-9:45am,control,AM
7613382,MEQ_1,7:45am-9:45am,control,AM
7613325,MEQ_1,7:45am-9:45am,control,AM
7613310,MEQ_1,7:45am-9:45am,control,AM
7613274,MEQ_1,7:45am-9:45am,control,AM
7613230,MEQ_1,7:45am-9:45am,control,AM
7604538,MEQ_1,7:45am-9:45am,control,AM
