order,Delay,Test.Time,Participant.Private.ID,studied_word,original_response,studied_recalled
204,delay,AM,8029276,sniff,NA,0
205,delay,AM,8029276,legs,NA,0
206,delay,AM,8029276,blaze,NA,0
207,delay,AM,8029276,sugar,NA,0
208,delay,AM,8029276,road,NA,0
209,delay,AM,8029276,eye,NA,0
210,delay,AM,8029276,can,NA,0
211,delay,AM,8029276,hate,NA,0
212,delay,AM,8029276,pillow,pillow,1
213,delay,AM,8029276,state,NA,0
214,delay,AM,8029276,tea,NA,0
215,delay,AM,8029276,warm,NA,0
216,delay,AM,8029276,climb,NA,0
217,delay,AM,8029276,stop,NA,0
218,delay,AM,8029276,lake,NA,0
219,delay,AM,8029276,bug,NA,0
220,delay,AM,8029276,toe,NA,0
221,delay,AM,8029276,shade,NA,0
222,delay,AM,8029276,tired,NA,0
223,delay,AM,8029276,medicine,NA,0
224,delay,AM,8029276,aroma,NA,0
225,delay,AM,8029276,seat,seat,1
226,delay,AM,8029276,billows,NA,0
227,delay,AM,8029276,bitter,NA,0
228,delay,AM,8029276,tough,NA,0
229,delay,AM,8029276,sewing,NA,0
230,delay,AM,8029276,refuse,NA,0
231,delay,AM,8029276,rage,NA,0
232,delay,AM,8029276,plush,NA,0
233,delay,AM,8029276,capital,NA,0
234,delay,AM,8029276,measuring,NA,0
235,delay,AM,8029276,winter,NA,0
236,delay,AM,8029276,summit,NA,0
237,delay,AM,8029276,listless,NA,0
238,delay,AM,8029276,thames,NA,0
239,delay,AM,8029276,fright,NA,0
240,delay,AM,8029276,kick,NA,0
241,delay,AM,8029276,ledge,ledge,1
242,delay,AM,8029276,dream,NA,0
243,delay,AM,8029276,health,NA,0
244,delay,AM,8029276,hear,NA,0
245,delay,AM,8029276,couch,couch,1
246,delay,AM,8029276,pollution,NA,0
247,delay,AM,8029276,good,NA,0
248,delay,AM,8029276,sandpaper,NA,0
249,delay,AM,8029276,sharp,NA,0
250,delay,AM,8029276,sewage,NA,0
251,delay,AM,8029276,temper,NA,0
252,delay,AM,8029276,loud,NA,0
253,delay,AM,8029276,streets,NA,0
254,delay,AM,8029276,coaster,NA,0
255,delay,AM,8029276,ice,NA,0
256,delay,AM,8029276,top,NA,0
257,delay,AM,8029276,snail,NA,0
258,delay,AM,8029276,boat,NA,0
259,delay,AM,8029276,fly,NA,0
260,delay,AM,8029276,sandals,NA,0
261,delay,AM,8029276,sill,sill,1
262,delay,AM,8029276,wake,NA,0
263,delay,AM,8029276,hospital,NA,0
264,delay,AM,8029276,see,NA,0
265,delay,AM,8029276,desk,NA,0
266,delay,AM,8029276,ashes,NA,0
267,delay,AM,8029276,taste,NA,0
268,delay,AM,8029276,jagged,NA,0
269,delay,AM,8029276,point,NA,0
270,delay,AM,8029276,bag,NA,0
271,delay,AM,8029276,fury,NA,0
272,delay,AM,8029276,cotton,NA,0
273,delay,AM,8029276,subway,NA,0
274,delay,AM,8029276,lid,NA,0
275,delay,AM,8029276,wet,NA,0
276,delay,AM,8029276,molehill,NA,0
277,delay,AM,8029276,cautious,NA,0
278,delay,AM,8029276,tide,NA,0
279,delay,AM,8029276,arachnid,NA,0
280,delay,AM,8029276,soccer,NA,0
281,delay,AM,8029276,house,NA,0
282,delay,AM,8029276,snooze,NA,0
283,delay,AM,8029276,dentist,NA,0
284,delay,AM,8029276,nostril,NA,0
285,delay,AM,8029276,recliner,NA,0
286,delay,AM,8029276,cigar,NA,0
287,delay,AM,8029276,tooth,NA,0
288,delay,AM,8029276,ready,NA,0
289,delay,AM,8029276,prick,NA,0
290,delay,AM,8029276,junk,NA,0
291,delay,AM,8029276,ire,NA,0
292,delay,AM,8029276,fur,NA,0
293,delay,AM,8029276,country,NA,0
294,delay,AM,8029276,handle,NA,0
295,delay,AM,8029276,frigid,NA,0
296,delay,AM,8029276,peak,NA,0
297,delay,AM,8029276,delay,NA,0
298,delay,AM,8029276,swim,NA,0
299,delay,AM,8029276,crawl,NA,0
300,delay,AM,8029276,yard,NA,0
301,delay,AM,8029276,open,NA,0
302,delay,AM,8029276,blanket,blanket,1
303,delay,AM,8029276,physician,NA,0
304,delay,AM,8029276,whiff,NA,0
305,delay,AM,8029276,sofa,sofa,1
306,delay,AM,8029276,chimney,NA,0
307,delay,AM,8029276,nice,NA,0
308,delay,AM,8029276,coarse,NA,0
309,delay,AM,8029276,thimble,NA,0
310,delay,AM,8029276,trash,NA,0
311,delay,AM,8029276,wrath,NA,0
312,delay,AM,8029276,touch,NA,0
313,delay,AM,8029276,newyork,newyork,1
314,delay,AM,8029276,coffee,NA,0
315,delay,AM,8029276,chilly,NA,0
316,delay,AM,8029276,plain,NA,0
317,delay,AM,8029276,traffic,NA,0
318,delay,AM,8029276,flow,NA,0
319,delay,AM,8029276,tarantula,NA,0
320,delay,AM,8029276,walk,NA,0
321,delay,AM,8042267,door,door,1
322,delay,AM,8042267,bed,NA,0
323,delay,AM,8042267,nurse,NA,0
324,delay,AM,8042267,nose,NA,0
325,delay,AM,8042267,table,table,1
326,delay,AM,8042267,cigarette,NA,0
327,delay,AM,8042267,sour,NA,0
328,delay,AM,8042267,smooth,NA,0
329,delay,AM,8042267,thread,NA,0
330,delay,AM,8042267,garbage,NA,0
331,delay,AM,8042267,mad,NA,0
332,delay,AM,8042267,hard,hard,1
333,delay,AM,8042267,town,NA,0
334,delay,AM,8042267,mug,NA,0
335,delay,AM,8042267,hot,hot,1
336,delay,AM,8042267,hill,hill,1
337,delay,AM,8042267,fast,NA,0
338,delay,AM,8042267,water,NA,0
339,delay,AM,8042267,web,NA,0
340,delay,AM,8042267,shoe,NA,0
341,delay,AM,8042267,glass,glass,1
342,delay,AM,8042267,rest,NA,0
343,delay,AM,8042267,sick,NA,0
344,delay,AM,8042267,breathe,NA,0
345,delay,AM,8042267,sit,sit,1
346,delay,AM,8042267,puff,NA,0
347,delay,AM,8042267,candy,NA,0
348,delay,AM,8042267,bumpy,NA,0
349,delay,AM,8042267,pin,NA,0
350,delay,AM,8042267,waste,NA,0
351,delay,AM,8042267,fear,NA,0
352,delay,AM,8042267,light,light,1
353,delay,AM,8042267,crowded,NA,0
354,delay,AM,8042267,saucer,NA,0
355,delay,AM,8042267,snow,NA,0
356,delay,AM,8042267,valley,NA,0
357,delay,AM,8042267,lethargic,NA,0
358,delay,AM,8042267,stream,NA,0
359,delay,AM,8042267,insect,NA,0
360,delay,AM,8042267,hand,NA,0
361,delay,AM,8042267,pane,pane,1
362,delay,AM,8042267,awake,NA,0
363,delay,AM,8042267,lawyer,NA,0
364,delay,AM,8042267,sniff,NA,0
365,delay,AM,8042267,legs,leg,1
366,delay,AM,8042267,blaze,NA,0
367,delay,AM,8042267,sugar,NA,0
368,delay,AM,8042267,road,NA,0
369,delay,AM,8042267,eye,NA,0
370,delay,AM,8042267,can,NA,0
371,delay,AM,8042267,hate,NA,0
372,delay,AM,8042267,pillow,pillow,1
373,delay,AM,8042267,state,NA,0
374,delay,AM,8042267,tea,NA,0
375,delay,AM,8042267,warm,NA,0
376,delay,AM,8042267,climb,NA,0
377,delay,AM,8042267,stop,NA,0
378,delay,AM,8042267,lake,NA,0
379,delay,AM,8042267,bug,NA,0
380,delay,AM,8042267,toe,NA,0
381,delay,AM,8042267,shade,NA,0
382,delay,AM,8042267,tired,NA,0
383,delay,AM,8042267,medicine,NA,0
384,delay,AM,8042267,aroma,NA,0
385,delay,AM,8042267,seat,seat,1
386,delay,AM,8042267,billows,NA,0
387,delay,AM,8042267,bitter,NA,0
388,delay,AM,8042267,tough,NA,0
389,delay,AM,8042267,sewing,NA,0
390,delay,AM,8042267,refuse,NA,0
391,delay,AM,8042267,rage,NA,0
392,delay,AM,8042267,plush,plush,1
393,delay,AM,8042267,capital,NA,0
394,delay,AM,8042267,measuring,NA,0
395,delay,AM,8042267,winter,NA,0
396,delay,AM,8042267,summit,NA,0
397,delay,AM,8042267,listless,NA,0
398,delay,AM,8042267,thames,NA,0
399,delay,AM,8042267,fright,NA,0
400,delay,AM,8042267,kick,NA,0
401,delay,AM,8042267,ledge,NA,0
402,delay,AM,8042267,dream,NA,0
403,delay,AM,8042267,health,NA,0
404,delay,AM,8042267,hear,NA,0
405,delay,AM,8042267,couch,couch,1
406,delay,AM,8042267,pollution,NA,0
407,delay,AM,8042267,good,NA,0
408,delay,AM,8042267,sandpaper,NA,0
409,delay,AM,8042267,sharp,NA,0
410,delay,AM,8042267,sewage,NA,0
411,delay,AM,8042267,temper,NA,0
412,delay,AM,8042267,loud,NA,0
413,delay,AM,8042267,streets,NA,0
414,delay,AM,8042267,coaster,coaster,1
415,delay,AM,8042267,ice,NA,0
416,delay,AM,8042267,top,top,1
417,delay,AM,8042267,snail,NA,0
418,delay,AM,8042267,boat,NA,0
419,delay,AM,8042267,fly,NA,0
420,delay,AM,8042267,sandals,NA,0
421,delay,AM,8042267,sill,sil,1
422,delay,AM,8042267,wake,NA,0
423,delay,AM,8042267,hospital,NA,0
424,delay,AM,8042267,see,NA,0
425,delay,AM,8042267,desk,NA,0
426,delay,AM,8042267,ashes,NA,0
427,delay,AM,8042267,taste,NA,0
428,delay,AM,8042267,jagged,NA,0
429,delay,AM,8042267,point,NA,0
430,delay,AM,8042267,bag,NA,0
431,delay,AM,8042267,fury,NA,0
432,delay,AM,8042267,cotton,NA,0
433,delay,AM,8042267,subway,NA,0
434,delay,AM,8042267,lid,NA,0
435,delay,AM,8042267,wet,NA,0
436,delay,AM,8042267,molehill,NA,0
437,delay,AM,8042267,cautious,NA,0
438,delay,AM,8042267,tide,NA,0
439,delay,AM,8042267,arachnid,NA,0
440,delay,AM,8042267,soccer,NA,0
441,delay,AM,8042267,house,NA,0
442,delay,AM,8042267,snooze,NA,0
443,delay,AM,8042267,dentist,NA,0
444,delay,AM,8042267,nostril,NA,0
445,delay,AM,8042267,recliner,NA,0
446,delay,AM,8042267,cigar,NA,0
447,delay,AM,8042267,tooth,NA,0
448,delay,AM,8042267,ready,NA,0
449,delay,AM,8042267,prick,prick,1
450,delay,AM,8042267,junk,NA,0
451,delay,AM,8042267,ire,NA,0
452,delay,AM,8042267,fur,NA,0
453,delay,AM,8042267,country,NA,0
454,delay,AM,8042267,handle,NA,0
455,delay,AM,8042267,frigid,NA,0
456,delay,AM,8042267,peak,NA,0
457,delay,AM,8042267,delay,NA,0
458,delay,AM,8042267,swim,NA,0
459,delay,AM,8042267,crawl,NA,0
460,delay,AM,8042267,yard,NA,0
461,delay,AM,8042267,open,NA,0
462,delay,AM,8042267,blanket,NA,0
463,delay,AM,8042267,physician,NA,0
464,delay,AM,8042267,whiff,NA,0
465,delay,AM,8042267,sofa,NA,0
466,delay,AM,8042267,chimney,NA,0
467,delay,AM,8042267,nice,NA,0
468,delay,AM,8042267,coarse,NA,0
469,delay,AM,8042267,thimble,NA,0
470,delay,AM,8042267,trash,NA,0
471,delay,AM,8042267,wrath,NA,0
472,delay,AM,8042267,touch,NA,0
473,delay,AM,8042267,newyork,NA,0
474,delay,AM,8042267,coffee,NA,0
475,delay,AM,8042267,chilly,NA,0
476,delay,AM,8042267,plain,NA,0
477,delay,AM,8042267,traffic,NA,0
478,delay,AM,8042267,flow,NA,0
479,delay,AM,8042267,tarantula,NA,0
480,delay,AM,8042267,walk,NA,0
481,delay,AM,8060308,door,NA,0
482,delay,AM,8060308,bed,NA,0
483,delay,AM,8060308,nurse,NA,0
484,delay,AM,8060308,nose,NA,0
485,delay,AM,8060308,table,table,1
486,delay,AM,8060308,cigarette,cigarette,1
487,delay,AM,8060308,sour,sour,1
488,delay,AM,8060308,smooth,smooth,1
489,delay,AM,8060308,thread,NA,0
490,delay,AM,8060308,garbage,NA,0
491,delay,AM,8060308,mad,NA,0
492,delay,AM,8060308,hard,hard,1
493,delay,AM,8060308,town,NA,0
494,delay,AM,8060308,mug,mug,1
495,delay,AM,8060308,hot,hot,1
496,delay,AM,8060308,hill,hills,1
497,delay,AM,8060308,fast,NA,0
498,delay,AM,8060308,water,NA,0
499,delay,AM,8060308,web,web,1
500,delay,AM,8060308,shoe,NA,0
501,delay,AM,8060308,glass,NA,0
502,delay,AM,8060308,rest,NA,0
503,delay,AM,8060308,sick,NA,0
504,delay,AM,8060308,breathe,NA,0
505,delay,AM,8060308,sit,NA,0
506,delay,AM,8060308,puff,NA,0
507,delay,AM,8060308,candy,candy,1
508,delay,AM,8060308,bumpy,bumpy,1
509,delay,AM,8060308,pin,NA,0
510,delay,AM,8060308,waste,NA,0
511,delay,AM,8060308,fear,NA,0
512,delay,AM,8060308,light,NA,0
513,delay,AM,8060308,crowded,NA,0
514,delay,AM,8060308,saucer,NA,0
515,delay,AM,8060308,snow,NA,0
516,delay,AM,8060308,valley,NA,0
517,delay,AM,8060308,lethargic,NA,0
518,delay,AM,8060308,stream,NA,0
519,delay,AM,8060308,insect,insect,1
520,delay,AM,8060308,hand,NA,0
521,delay,AM,8060308,pane,NA,0
522,delay,AM,8060308,awake,NA,0
523,delay,AM,8060308,lawyer,NA,0
524,delay,AM,8060308,sniff,NA,0
525,delay,AM,8060308,legs,NA,0
526,delay,AM,8060308,blaze,NA,0
527,delay,AM,8060308,sugar,NA,0
528,delay,AM,8060308,road,NA,0
529,delay,AM,8060308,eye,NA,0
530,delay,AM,8060308,can,NA,0
531,delay,AM,8060308,hate,NA,0
532,delay,AM,8060308,pillow,pillow,1
533,delay,AM,8060308,state,NA,0
534,delay,AM,8060308,tea,tea,1
535,delay,AM,8060308,warm,NA,0
536,delay,AM,8060308,climb,NA,0
537,delay,AM,8060308,stop,NA,0
538,delay,AM,8060308,lake,NA,0
539,delay,AM,8060308,bug,bug,1
540,delay,AM,8060308,toe,NA,0
541,delay,AM,8060308,shade,NA,0
542,delay,AM,8060308,tired,NA,0
543,delay,AM,8060308,medicine,NA,0
544,delay,AM,8060308,aroma,NA,0
545,delay,AM,8060308,seat,NA,0
546,delay,AM,8060308,billows,NA,0
547,delay,AM,8060308,bitter,NA,0
548,delay,AM,8060308,tough,NA,0
549,delay,AM,8060308,sewing,sewing,1
550,delay,AM,8060308,refuse,NA,0
551,delay,AM,8060308,rage,NA,0
552,delay,AM,8060308,plush,plush,1
553,delay,AM,8060308,capital,NA,0
554,delay,AM,8060308,measuring,measure,1
555,delay,AM,8060308,winter,NA,0
556,delay,AM,8060308,summit,NA,0
557,delay,AM,8060308,listless,NA,0
558,delay,AM,8060308,thames,NA,0
559,delay,AM,8060308,fright,NA,0
560,delay,AM,8060308,kick,NA,0
561,delay,AM,8060308,ledge,NA,0
562,delay,AM,8060308,dream,NA,0
563,delay,AM,8060308,health,NA,0
564,delay,AM,8060308,hear,NA,0
565,delay,AM,8060308,couch,NA,0
566,delay,AM,8060308,pollution,NA,0
567,delay,AM,8060308,good,good,1
568,delay,AM,8060308,sandpaper,NA,0
569,delay,AM,8060308,sharp,NA,0
570,delay,AM,8060308,sewage,NA,0
571,delay,AM,8060308,temper,NA,0
572,delay,AM,8060308,loud,NA,0
573,delay,AM,8060308,streets,NA,0
574,delay,AM,8060308,coaster,NA,0
575,delay,AM,8060308,ice,ice,1
576,delay,AM,8060308,top,NA,0
577,delay,AM,8060308,snail,NA,0
578,delay,AM,8060308,boat,NA,0
579,delay,AM,8060308,fly,fly,1
580,delay,AM,8060308,sandals,NA,0
581,delay,AM,8060308,sill,NA,0
582,delay,AM,8060308,wake,NA,0
583,delay,AM,8060308,hospital,NA,0
584,delay,AM,8060308,see,NA,0
585,delay,AM,8060308,desk,NA,0
586,delay,AM,8060308,ashes,NA,0
587,delay,AM,8060308,taste,NA,0
588,delay,AM,8060308,jagged,NA,0
589,delay,AM,8060308,point,NA,0
590,delay,AM,8060308,bag,NA,0
591,delay,AM,8060308,fury,NA,0
592,delay,AM,8060308,cotton,NA,0
593,delay,AM,8060308,subway,NA,0
594,delay,AM,8060308,lid,NA,0
595,delay,AM,8060308,wet,NA,0
596,delay,AM,8060308,molehill,NA,0
597,delay,AM,8060308,cautious,NA,0
598,delay,AM,8060308,tide,NA,0
599,delay,AM,8060308,arachnid,arachnid,1
600,delay,AM,8060308,soccer,NA,0
601,delay,AM,8060308,house,NA,0
602,delay,AM,8060308,snooze,NA,0
603,delay,AM,8060308,dentist,NA,0
604,delay,AM,8060308,nostril,NA,0
605,delay,AM,8060308,recliner,NA,0
606,delay,AM,8060308,cigar,cigar,1
607,delay,AM,8060308,tooth,NA,0
608,delay,AM,8060308,ready,NA,0
609,delay,AM,8060308,prick,NA,0
610,delay,AM,8060308,junk,NA,0
611,delay,AM,8060308,ire,NA,0
612,delay,AM,8060308,fur,NA,0
613,delay,AM,8060308,country,NA,0
614,delay,AM,8060308,handle,NA,0
615,delay,AM,8060308,frigid,NA,0
616,delay,AM,8060308,peak,peak,1
617,delay,AM,8060308,delay,NA,0
618,delay,AM,8060308,swim,NA,0
619,delay,AM,8060308,crawl,NA,0
620,delay,AM,8060308,yard,NA,0
621,delay,AM,8060308,open,NA,0
622,delay,AM,8060308,blanket,NA,0
623,delay,AM,8060308,physician,NA,0
624,delay,AM,8060308,whiff,NA,0
625,delay,AM,8060308,sofa,NA,0
626,delay,AM,8060308,chimney,NA,0
627,delay,AM,8060308,nice,NA,0
628,delay,AM,8060308,coarse,coarse,1
629,delay,AM,8060308,thimble,NA,0
630,delay,AM,8060308,trash,NA,0
631,delay,AM,8060308,wrath,NA,0
632,delay,AM,8060308,touch,NA,0
633,delay,AM,8060308,newyork,NA,0
634,delay,AM,8060308,coffee,NA,0
635,delay,AM,8060308,chilly,NA,0
636,delay,AM,8060308,plain,NA,0
637,delay,AM,8060308,traffic,NA,0
638,delay,AM,8060308,flow,NA,0
639,delay,AM,8060308,tarantula,NA,0
640,delay,AM,8060308,walk,NA,0
641,delay,AM,8077532,door,NA,0
642,delay,AM,8077532,bed,NA,0
643,delay,AM,8077532,nurse,NA,0
644,delay,AM,8077532,nose,NA,0
645,delay,AM,8077532,table,NA,0
646,delay,AM,8077532,cigarette,NA,0
647,delay,AM,8077532,sour,sour,1
648,delay,AM,8077532,smooth,NA,0
649,delay,AM,8077532,thread,NA,0
650,delay,AM,8077532,garbage,NA,0
651,delay,AM,8077532,mad,NA,0
652,delay,AM,8077532,hard,NA,0
653,delay,AM,8077532,town,NA,0
654,delay,AM,8077532,mug,NA,0
655,delay,AM,8077532,hot,hot,1
656,delay,AM,8077532,hill,hill,1
657,delay,AM,8077532,fast,NA,0
658,delay,AM,8077532,water,NA,0
659,delay,AM,8077532,web,NA,0
660,delay,AM,8077532,shoe,NA,0
661,delay,AM,8077532,glass,NA,0
662,delay,AM,8077532,rest,NA,0
663,delay,AM,8077532,sick,NA,0
664,delay,AM,8077532,breathe,NA,0
665,delay,AM,8077532,sit,NA,0
666,delay,AM,8077532,puff,NA,0
667,delay,AM,8077532,candy,candy,1
668,delay,AM,8077532,bumpy,NA,0
669,delay,AM,8077532,pin,NA,0
670,delay,AM,8077532,waste,NA,0
671,delay,AM,8077532,fear,NA,0
672,delay,AM,8077532,light,NA,0
673,delay,AM,8077532,crowded,NA,0
674,delay,AM,8077532,saucer,NA,0
675,delay,AM,8077532,snow,NA,0
676,delay,AM,8077532,valley,valley,1
677,delay,AM,8077532,lethargic,NA,0
678,delay,AM,8077532,stream,NA,0
679,delay,AM,8077532,insect,NA,0
680,delay,AM,8077532,hand,NA,0
681,delay,AM,8077532,pane,NA,0
682,delay,AM,8077532,awake,NA,0
683,delay,AM,8077532,lawyer,NA,0
684,delay,AM,8077532,sniff,NA,0
685,delay,AM,8077532,legs,NA,0
